full_name,selling_price,year,km_driven,fuel_type,mileage,max_power,company
Honda Amaze SX i-VTEC,650000.0,2017.0,20350.0,Petrol,17.8,86.7,Honda
Maruti Wagon R LXI BSIII,180000.0,2009.0,113675.0,Petrol,14.0,64.0,Maruti
Mahindra Xylo H4 ABS,390000.0,2013.0,72000.0,Diesel,14.02,118.3,Mahindra
Maruti Wagon R Stingray VXI,469000.00000000006,2017.0,38311.0,Petrol,20.51,67.04,Maruti
Hyundai i10 Sportz,455000.0,2016.0,34355.0,Petrol,20.36,78.9,Hyundai
Maruti Swift VDI,499000.0,2013.0,86000.0,Diesel,22.9,74.0,Maruti
Hyundai Verna SX CRDi AT,690000.0,2014.0,68000.0,Diesel,19.08,126.32,Hyundai
Tata Indigo LX (TDI) BS-III,260000.0,2015.0,52000.0,Diesel,19.09,69.01,Tata
Maruti Celerio ZXI AT,440000.00000000006,2016.0,64211.0,Petrol,23.1,67.04,Maruti
Mahindra Verito 1.5 D4 BSIV,380000.0,2016.0,192000.0,Diesel,21.03,65.0,Mahindra
Mercedes-Benz E-Class E250 CDI Avantgarde,1350000.0,2010.0,94000.0,Diesel,14.21,203.0,Mercedes-Benz
Hyundai Grand i10 CRDi Asta,583000.0,2016.0,38861.0,Diesel,24.0,70.0,Hyundai
Maruti Baleno Delta 1.2,580000.0,2019.0,20000.0,Petrol,21.4,83.1,Maruti
Chevrolet Enjoy 1.3 TCDi LS 8,420000.0,2016.0,150000.0,Diesel,18.2,73.74,Chevrolet
Maruti Ertiga VDI,650000.0,2014.0,85321.0,Diesel,20.77,88.76,Maruti
Audi A4 35 TDI Technology,4200000.0,2019.0,10950.0,Diesel,18.25,187.74,Audi
Maruti Alto K10 VXI,306000.0,2017.0,40000.0,Petrol,23.95,67.05,Maruti
Tata Indigo CR4,210000.0,2011.0,100000.0,Diesel,23.57,70.0,Tata
Ford Figo Petrol ZXI,409999.99999999994,2013.0,43000.0,Petrol,15.6,70.0,Ford
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,850000.0,2018.0,25000.0,Diesel,23.0,98.96,Ford
Hyundai i20 Asta Option 1.4 CRDi,675000.0,2016.0,86000.0,Diesel,22.54,88.73,Hyundai
Hyundai i20 Active S Petrol,590000.0,2019.0,30000.0,Petrol,17.19,81.86,Hyundai
Hyundai Verna 1.6 VTVT SX,750000.0,2016.0,5000.0,Petrol,17.01,121.3,Hyundai
Maruti Baleno Alpha 1.3,760000.0,2018.0,23000.0,Diesel,27.39,74.0,Maruti
Mahindra XUV500 AT W10 AWD,1400000.0,2018.0,10000.0,Diesel,16.0,140.0,Mahindra
Toyota Innova 2.5 G (Diesel) 8 Seater,1050000.0,2013.0,270000.0,Diesel,12.99,100.6,Toyota
Chevrolet Beat LT,270000.0,2017.0,40000.0,Petrol,17.8,76.8,Chevrolet
Renault Duster 110PS Diesel RxL Explore,600000.0,2016.0,100000.0,Diesel,19.64,108.45,Renault
Hyundai Grand i10 Sportz,350000.0,2014.0,100000.0,Petrol,18.9,82.0,Hyundai
Ford Figo Petrol ZXI,140000.0,2010.0,161728.0,Petrol,15.6,70.0,Ford
Mahindra Thar CRDe,950000.0,2018.0,15000.0,Diesel,16.55,105.0,Mahindra
Land Rover Freelander 2 HSE,1800000.0,2014.0,85000.0,Diesel,12.35,187.74,Land
Tata Indica Vista Aqua 1.3 Quadrajet,120000.0,2010.0,120000.0,Diesel,18.0,75.0,Tata
Chevrolet Tavera Neo 2 LT L 7C,650000.0,2012.0,157000.0,Diesel,14.8,80.0,Chevrolet
Maruti Wagon R VXI,409999.99999999994,2017.0,82000.0,Petrol,18.9,67.1,Maruti
Hyundai i20 Active 1.4 SX,540000.0,2015.0,80000.0,Diesel,21.19,88.73,Hyundai
Volkswagen Polo Petrol Comfortline 1.2L,300000.0,2012.0,30000.0,Petrol,16.47,73.9,Volkswagen
Hyundai i10 Magna,280000.0,2010.0,52000.0,Petrol,20.36,78.9,Hyundai
Honda WR-V i-DTEC VX,825000.0,2017.0,60000.0,Diesel,25.5,98.6,Honda
Hyundai Verna 1.6 SX CRDi (O),545000.0,2012.0,82000.0,Diesel,22.32,126.32,Hyundai
Ford Ikon 1.3 Flair,125000.0,2005.0,60000.0,Petrol,13.8,70.0,Ford
Maruti Swift VDI,450000.0,2012.0,87000.0,Diesel,22.9,74.0,Maruti
Mahindra TUV 300 T8,840000.0,2017.0,54442.0,Diesel,18.49,100.0,Mahindra
Mercedes-Benz E-Class E250 CDI Elegance,2650000.0,2016.0,45000.0,Diesel,14.21,203.0,Mercedes-Benz
Toyota Etios V,639000.0,2017.0,24000.0,Petrol,16.78,88.73,Toyota
Tata Nexon XZA Plus DualTone Roof AMT S,1000000.0,2020.0,5000.0,Petrol,17.0,118.3,Tata
Tata Tiago 1.2 Revotron XZ Plus,575000.0,2019.0,5000.0,Petrol,23.84,84.0,Tata
Volkswagen GTI 1.8 TSI,1950000.0,2017.0,44000.0,Petrol,16.34,189.3,Volkswagen
Hyundai Verna CRDi,250000.0,2008.0,73000.0,Diesel,16.8,110.0,Hyundai
Hyundai Verna 1.6 SX CRDi (O),475000.0,2012.0,70000.0,Diesel,22.32,126.32,Hyundai
Volkswagen Ameo 1.0 MPI Comfortline Plus,491000.0,2018.0,48000.0,Petrol,19.44,75.0,Volkswagen
BMW X1 sDrive20d,1350000.0,2012.0,70000.0,Diesel,17.05,184.0,BMW
Maruti Vitara Brezza ZDi,800000.0,2016.0,56000.0,Diesel,24.3,88.5,Maruti
Tata Indigo CR4,125000.0,2011.0,70000.0,Diesel,23.57,70.0,Tata
Maruti Swift Dzire ZXi,345000.0,2009.0,42000.0,Petrol,17.5,85.8,Maruti
Maruti Alto K10 VXI,350000.0,2018.0,31393.0,Petrol,23.95,67.05,Maruti
Chevrolet Beat Diesel LT,265000.0,2013.0,63000.0,Diesel,25.44,56.3,Chevrolet
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,675000.0,2015.0,74450.0,Diesel,21.5,108.5,Volkswagen
Hyundai EON Era Plus,310000.0,2017.0,35000.0,Petrol,21.1,55.2,Hyundai
Datsun RediGO T Option,326000.0,2016.0,41987.0,Petrol,22.7,53.64,Datsun
Hyundai Creta 1.6 CRDi SX,1025000.0,2015.0,76000.0,Diesel,19.67,126.2,Hyundai
Hyundai Verna 1.6 SX CRDi (O),550000.0,2012.0,81000.0,Diesel,22.32,126.32,Hyundai
Maruti Omni E MPI STD BS IV,275000.0,2016.0,47000.0,Petrol,16.8,34.2,Maruti
Mahindra Bolero 2011-2019 Special Edition,660000.0,2014.0,70000.0,Diesel,15.96,62.1,Mahindra
Volkswagen Polo IPL II 1.2 Diesel Highline,545000.0,2013.0,70000.0,Diesel,22.07,73.9,Volkswagen
Volkswagen Polo 1.5 TDI Highline,550000.0,2015.0,60202.0,Diesel,20.14,88.8,Volkswagen
Toyota Innova 2.5 G4 Diesel 8-seater,850000.0,2009.0,69000.0,Diesel,12.8,102.0,Toyota
Maruti Swift VXi BSIV,310000.0,2010.0,75000.0,Petrol,16.1,85.0,Maruti
Mitsubishi Lancer 1.5 L Petrol LX,140000.0,2006.0,80000.0,Petrol,13.7,85.8,Mitsubishi
Honda Mobilio S i DTEC,630000.0,2015.0,73000.0,Diesel,24.2,98.6,Honda
Tata Tiago 1.2 Revotron XT,360000.0,2017.0,40000.0,Petrol,23.84,84.0,Tata
Renault KWID 1.0 RXT BSIV,450000.0,2019.0,11000.0,Petrol,23.01,67.0,Renault
Mahindra Bolero PLUS AC,380000.0,2011.0,120000.0,Diesel,13.6,63.0,Mahindra
Skoda Rapid 1.5 TDI AT Elegance,595000.0,2015.0,57493.0,Diesel,21.66,103.52,Skoda
Maruti Alto 800 LXI,250000.0,2013.0,59800.0,Petrol,22.74,47.3,Maruti
Hyundai i10 Magna,300000.0,2011.0,50038.0,Petrol,20.36,78.9,Hyundai
Mahindra XUV500 W4,950000.0,2017.0,119000.0,Diesel,16.0,140.0,Mahindra
Honda City 1.5 V MT,680000.0,2016.0,51000.0,Petrol,17.0,118.0,Honda
Mahindra XUV500 W11 BSIV,1550000.0,2019.0,100000.0,Diesel,15.1,152.87,Mahindra
Maruti Celerio ZXI AT Optional,480000.0,2016.0,55000.0,Petrol,23.1,67.04,Maruti
Volkswagen Polo 2015-2019 1.5 TDI Highline,500000.0,2017.0,150000.0,Diesel,20.14,88.0,Volkswagen
Hyundai Elantra CRDi SX AT,1050000.0,2015.0,80000.0,Diesel,19.5,126.24,Hyundai
Fiat Grande Punto EVO 1.3 Dynamic,250000.0,2014.0,95000.0,Diesel,21.2,75.0,Fiat
Porsche Cayenne Diesel Platinum Edition,6100000.0,2015.0,25000.0,Diesel,13.5,240.0,Porsche
Ford Figo Diesel Titanium,265000.0,2011.0,88000.0,Diesel,20.0,68.0,Ford
Maruti Baleno Delta 1.2,570000.0,2016.0,71205.0,Petrol,21.4,83.1,Maruti
Maruti Swift VDI,425000.0,2012.0,75000.0,Diesel,28.4,74.0,Maruti
Hyundai i20 2015-2017 Asta 1.2,698000.0,2017.0,26759.0,Petrol,18.6,81.83,Hyundai
Maruti Vitara Brezza VDi Option,650000.0,2016.0,53200.0,Diesel,24.3,88.5,Maruti
Hyundai Xcent 1.2 Kappa SX,350000.0,2015.0,42000.0,Petrol,19.1,82.0,Hyundai
Audi A3 35 TDI Premium,1650000.0,2015.0,67772.0,Diesel,20.38,143.0,Audi
Hyundai EON LPG Magna Plus,260000.0,2012.0,56181.0,LPG,21.1,55.2,Hyundai
Maruti Alto LXi,140000.0,2006.0,74650.0,Petrol,19.7,46.3,Maruti
Skoda Fabia 1.4 MPI Ambiente,200000.0,2009.0,90000.0,Petrol,14.7,85.0,Skoda
Toyota Innova Crysta 2016-2020 2.4 GX AT,1700000.0,2016.0,78000.0,Diesel,13.68,147.51,Toyota
Tata Indica Vista Aqua 1.3 Quadrajet,150000.0,2010.0,68000.0,Diesel,18.0,75.0,Tata
Volkswagen Polo GT TSI,750000.0,2015.0,54232.0,Petrol,17.21,103.6,Volkswagen
Maruti Baleno Alpha Diesel,685000.0,2017.0,44000.0,Diesel,27.39,74.0,Maruti
Hyundai Verna 1.6 SX,560000.0,2013.0,74000.0,Diesel,22.32,126.32,Hyundai
Hyundai EON Sportz,310000.0,2018.0,30000.0,Petrol,21.1,55.2,Hyundai
Skoda Fabia 1.2 MPI Active Plus,250000.0,2012.0,44000.0,Petrol,16.25,75.0,Skoda
Honda City ZX MT,327000.0,2007.0,78948.0,Petrol,17.8,119.35,Honda
Chevrolet Sail Hatchback LT ABS,290000.0,2012.0,94032.0,Diesel,22.1,76.9,Chevrolet
Audi A3 35 TDI Premium Plus,3400000.0,2019.0,24000.0,Diesel,20.38,143.0,Audi
Volkswagen Polo 1.5 TDI Comfortline,385000.0,2014.0,56000.0,Diesel,20.14,88.8,Volkswagen
Hyundai Verna SX CRDi AT,575000.0,2012.0,57140.0,Diesel,19.08,126.32,Hyundai
Maruti Celerio ZXI AT,448000.00000000006,2015.0,28951.0,Petrol,23.1,67.04,Maruti
Maruti Baleno Delta 1.2,632000.0,2017.0,33620.0,Petrol,21.4,83.1,Maruti
Maruti Alto Std,140000.0,2011.0,50000.0,Petrol,19.7,46.3,Maruti
Honda WR-V i-VTEC VX,900000.0,2018.0,13000.0,Petrol,17.5,88.7,Honda
Maruti Wagon R VXI,470000.0,2018.0,37650.0,Petrol,21.79,67.05,Maruti
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1325000.0,2014.0,70873.0,Diesel,12.99,100.6,Toyota
Maruti Swift Dzire VXI,445000.0,2014.0,70123.0,Petrol,19.1,85.8,Maruti
Hyundai Grand i10 Sportz,474000.0,2014.0,69000.0,Petrol,18.9,81.86,Hyundai
Ford Aspire 1.5 TDCi Titanium,750000.0,2018.0,12000.0,Diesel,25.83,99.0,Ford
Maruti Ritz VXi,340000.0,2013.0,80000.0,Petrol,18.5,85.8,Maruti
Hyundai i20 Active 1.2 SX,550000.0,2016.0,100000.0,Petrol,17.19,81.86,Hyundai
Mahindra TUV 300 T8,750000.0,2016.0,59000.0,Diesel,18.49,100.0,Mahindra
Hyundai Santa Fe 2WD AT,1390000.0,2015.0,71000.0,Diesel,13.01,194.3,Hyundai
Honda Amaze S Diesel,500000.0,2016.0,88185.0,Diesel,24.7,98.63,Honda
Hyundai i10 Sportz,449000.0,2016.0,32886.0,Petrol,20.36,78.9,Hyundai
Maruti Alto K10 VXI Airbag,350000.0,2018.0,15000.0,Petrol,23.95,67.1,Maruti
Hyundai EON D Lite Plus,294000.0,2014.0,93209.0,Petrol,21.1,55.2,Hyundai
Maruti Swift Dzire VDI,750000.0,2017.0,29000.0,Diesel,28.4,74.02,Maruti
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,355000.0,2006.0,145000.0,Diesel,12.8,102.0,Toyota
Maruti Celerio ZXI AT,425000.0,2015.0,34000.0,Petrol,23.1,67.04,Maruti
Volkswagen Polo 2015-2019 1.5 TDI Highline,570000.0,2017.0,75500.0,Diesel,20.14,88.0,Volkswagen
Volkswagen Vento Diesel Trendline,520000.0,2012.0,58000.0,Diesel,20.54,103.6,Volkswagen
Maruti Wagon R LXI,425000.0,2017.0,38000.0,Petrol,20.51,67.04,Maruti
Maruti Vitara Brezza ZDi AMT,990000.0,2018.0,47000.0,Diesel,24.3,88.5,Maruti
Tata Vista Quadrajet VX Tech,280000.0,2015.0,110000.0,Diesel,22.3,74.0,Tata
Volkswagen Polo 2015-2019 GT TDI Sport Edition,565000.0,2015.0,91000.0,Diesel,21.49,108.5,Volkswagen
Maruti Swift ZDI BSIV,625000.0,2014.0,64000.0,Diesel,25.2,74.0,Maruti
Honda Mobilio S i VTEC,700000.0,2015.0,60000.0,Petrol,17.3,117.3,Honda
Hyundai Grand i10 1.2 Kappa Magna AT,550000.0,2017.0,15000.0,Petrol,18.9,81.86,Hyundai
Hyundai i10 Era,275000.0,2008.0,93535.0,Petrol,19.81,68.05,Hyundai
Hyundai Xcent 1.2 Kappa S Option,590000.0,2018.0,85000.0,Petrol,19.1,81.86,Hyundai
Mahindra XUV300 W6 Diesel BSIV,894999.9999999999,2019.0,13000.0,Diesel,20.0,115.0,Mahindra
Volkswagen Ameo 1.2 MPI Comfortline,440000.00000000006,2016.0,42966.0,Petrol,17.0,73.75,Volkswagen
Hyundai EON Era Plus,265000.0,2015.0,23869.0,Petrol,21.1,55.2,Hyundai
Tata Tiago 1.2 Revotron XZ,525000.0,2017.0,31000.0,Petrol,23.84,84.0,Tata
Honda Brio S MT,425000.0,2013.0,19000.0,Petrol,19.4,86.8,Honda
Hyundai Xcent 1.1 CRDi Base,459999.99999999994,2017.0,120000.0,Diesel,24.4,71.0,Hyundai
Maruti Swift DDiS VDI,575000.0,2017.0,62000.0,Diesel,28.4,74.0,Maruti
Hyundai Xcent 1.2 Kappa AT SX Option,450000.0,2015.0,16000.0,Petrol,16.9,82.0,Hyundai
Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,3300000.0,2019.0,48000.0,Diesel,15.04,174.5,Toyota
Hyundai Creta 1.6 CRDi SX,1000000.0,2016.0,100000.0,Diesel,19.67,126.2,Hyundai
Tata Safari 2005-2017 DICOR 2.2 EX 4x2 BS IV,300000.0,2011.0,130000.0,Diesel,13.93,138.03,Tata
Tata Harrier XZ Dark Edition BSIV,1725000.0,2019.0,16700.0,Diesel,17.0,138.1,Tata
Maruti Alto K10 VXI,335000.0,2017.0,22000.0,Petrol,23.95,67.05,Maruti
Mercedes-Benz E-Class E250 CDI Avantgrade,2450000.0,2014.0,68000.0,Diesel,13.0,201.1,Mercedes-Benz
Tata Nano Twist XT,180000.0,2015.0,40000.0,Petrol,25.4,37.5,Tata
Datsun GO T Option Petrol,360000.0,2017.0,23142.0,Petrol,19.83,67.0,Datsun
Chevrolet Beat LT,250000.0,2011.0,25000.0,Petrol,18.6,79.4,Chevrolet
Ford Ikon 1.3 Flair,150000.0,2009.0,70000.0,Petrol,13.8,70.0,Ford
Honda Jazz 1.2 SV i VTEC,520000.0,2016.0,62510.0,Petrol,18.7,88.7,Honda
Maruti Ciaz 1.4 AT Zeta,790000.0,2017.0,44000.0,Petrol,19.12,91.1,Maruti
Tata Sumo LX,250000.0,2012.0,90000.0,Diesel,15.3,83.8,Tata
Hyundai Creta 1.6 VTVT SX Plus,819999.9999999999,2019.0,20000.0,Petrol,13.0,121.3,Hyundai
Maruti Wagon R LXI BS IV,300000.0,2012.0,60000.0,Petrol,18.9,67.1,Maruti
Maruti Alto K10 LXI,220000.00000000003,2010.0,86000.0,Petrol,23.95,67.05,Maruti
Nissan Micra Active XV,459000.0,2018.0,17048.0,Petrol,19.69,67.04,Nissan
MG Hector Hybrid Sharp MT BSIV,1855000.0,2019.0,8100.0,Petrol,15.81,141.0,MG
Maruti Swift Dzire VDi,490000.00000000006,2013.0,61000.0,Diesel,19.3,73.9,Maruti
Maruti Swift Glam,350000.0,2009.0,60000.0,Petrol,16.1,88.2,Maruti
Mahindra XUV500 W4,790000.0,2014.0,79000.0,Diesel,15.1,140.0,Mahindra
Tata Tiago 1.2 Revotron XT,490000.00000000006,2018.0,7000.0,Petrol,23.84,84.0,Tata
Maruti Alto K10 VXI,370000.0,2017.0,35000.0,Petrol,23.95,67.05,Maruti
Skoda Yeti Ambition 4X2,475000.0,2012.0,60000.0,Diesel,17.72,108.49,Skoda
Maruti Baleno Delta 1.3,650000.0,2017.0,71000.0,Diesel,27.39,74.0,Maruti
Hyundai EON Era Plus,280000.0,2017.0,70000.0,Petrol,21.1,55.2,Hyundai
Renault KWID RXL,370000.0,2019.0,13000.0,Petrol,25.17,53.3,Renault
Ford Freestyle Titanium Petrol BSIV,650000.0,2018.0,35000.0,Petrol,19.0,94.68,Ford
Volkswagen Polo 1.5 TDI Highline,590000.0,2017.0,75000.0,Diesel,20.14,88.8,Volkswagen
Tata Tiago 1.2 Revotron XZ,470000.0,2019.0,20149.0,Petrol,23.84,84.0,Tata
Mahindra Xylo H4,869999.9999999999,2019.0,90000.0,Diesel,14.02,118.3,Mahindra
Honda Civic 1.8 S MT,225000.0,2009.0,86000.0,Petrol,13.5,130.0,Honda
Hyundai Grand i10 1.2 Kappa Sportz BSIV,555000.0,2017.0,26000.0,Petrol,18.9,81.86,Hyundai
Maruti Wagon R LXI,195000.0,2007.0,89000.0,Petrol,18.9,67.1,Maruti
Honda Amaze VX CVT Diesel BSIV,765000.0,2018.0,40000.0,Diesel,23.8,78.9,Honda
Hyundai i10 Magna 1.1,360000.0,2015.0,19000.0,Petrol,19.81,68.05,Hyundai
Hyundai EON Magna Plus,310000.0,2017.0,50000.0,Petrol,21.1,55.2,Hyundai
Hyundai Santro Xing GLS,120000.0,2008.0,15000.0,Petrol,17.92,62.1,Hyundai
Maruti Swift Dzire VXI 1.2 BS IV,648000.0,2019.0,35000.0,Petrol,22.0,81.8,Maruti
Volkswagen Polo Petrol Highline 1.6L,495000.0,2013.0,55000.0,Petrol,15.26,103.5,Volkswagen
Tata Indica DLX BSIII,157000.0,2016.0,120000.0,Diesel,17.88,48.21,Tata
Audi Q5 2.0 TDI Premium Plus,2800000.0,2014.0,49000.0,Diesel,14.16,174.3,Audi
Mahindra Scorpio Vlx BS-IV,770000.0,2013.0,93000.0,Diesel,12.05,120.0,Mahindra
Maruti A Star Lxi,220000.00000000003,2010.0,68287.0,Petrol,19.0,66.1,Maruti
Renault KWID Climber 1.0 MT,459999.99999999994,2018.0,34000.0,Petrol,23.01,67.0,Renault
Hyundai i20 Asta 1.4 CRDi,550000.0,2014.0,71000.0,Diesel,21.27,88.76,Hyundai
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,750000.0,2016.0,43000.0,Petrol,15.63,110.4,Ford
Hyundai Creta 1.4 CRDi Base,869999.9999999999,2018.0,66000.0,Diesel,21.38,88.7,Hyundai
Maruti Swift Dzire VDI Optional,500000.0,2015.0,40000.0,Diesel,26.59,74.0,Maruti
Chevrolet Spark 1.0 LT,180000.0,2011.0,18000.0,Petrol,18.0,62.0,Chevrolet
Hyundai Verna 1.6 SX,525000.0,2012.0,60000.0,Diesel,22.32,126.32,Hyundai
Tata Sumo EX TC,200000.0,2004.0,293672.0,Diesel,12.3,90.0,Tata
Hyundai Verna VTVT 1.6 SX Option,1030000.0000000001,2019.0,15000.0,Petrol,17.0,121.3,Hyundai
Honda Amaze S i-VTEC,495000.0,2016.0,49000.0,Petrol,17.8,86.7,Honda
Tata Nano Twist XT,180000.0,2015.0,30000.0,Petrol,25.4,37.5,Tata
Volkswagen Jetta 2.0L TDI Highline AT,750000.0,2011.0,50000.0,Diesel,16.96,138.03,Volkswagen
Mahindra Bolero 2011-2019 EX AC,715000.0,2018.0,90000.0,Diesel,15.96,62.1,Mahindra
Hyundai Creta 1.6 VTVT E Plus,780000.0,2017.0,30000.0,Petrol,15.29,121.3,Hyundai
Renault Lodgy 85PS RxZ,750000.0,2015.0,40000.0,Diesel,21.04,83.8,Renault
Mahindra XUV500 R W10 FWD,1300000.0,2016.0,129615.0,Diesel,16.0,140.0,Mahindra
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,650000.0,2016.0,200000.0,Diesel,13.58,72.4,Chevrolet
Maruti Swift ZXI BSIV,580000.0,2019.0,21750.0,Petrol,22.0,81.8,Maruti
Jeep Compass 1.4 Sport,1472000.0,2018.0,20000.0,Petrol,16.0,160.0,Jeep
Hyundai Santro Xing GLS,350000.0,2014.0,55000.0,Petrol,17.92,62.1,Hyundai
BMW 3 Series GT Luxury Line,2650000.0,2016.0,71000.0,Diesel,21.76,188.0,BMW
Maruti Wagon R VXI Plus,420000.0,2017.0,10000.0,Petrol,20.51,67.04,Maruti
Maruti Alto LX,135000.0,2004.0,85000.0,Petrol,19.7,46.3,Maruti
Maruti Omni E 8 Str STD,110000.00000000001,2005.0,80000.0,Petrol,16.8,34.2,Maruti
Chevrolet Beat Diesel PS,165000.0,2013.0,77428.0,Diesel,25.44,57.6,Chevrolet
Maruti Alto 800 LXI,280000.0,2017.0,50000.0,Petrol,24.7,47.3,Maruti
Hyundai Xcent 1.1 CRDi SX Option,484999.99999999994,2016.0,64002.0,Diesel,24.4,71.0,Hyundai
Nissan Sunny XV,450000.0,2014.0,59600.0,Petrol,16.95,97.7,Nissan
Maruti Ertiga ZDI,1064000.0,2019.0,20000.0,Diesel,25.47,88.5,Maruti
Maruti Alto 800 VXI,270000.0,2015.0,68000.0,Petrol,22.74,47.3,Maruti
Jaguar XF 2.0 Diesel Portfolio,4000000.0,2017.0,36000.0,Diesel,19.33,177.0,Jaguar
Maruti Ertiga ZDI,650000.0,2014.0,79000.0,Diesel,25.47,88.5,Maruti
Honda BRV i-DTEC E MT,672000.0,2017.0,120000.0,Diesel,21.9,98.6,Honda
Maruti Swift Dzire VDI,700000.0,2017.0,51000.0,Diesel,26.59,74.0,Maruti
Datsun GO D,320000.0,2016.0,60000.0,Petrol,20.63,67.0,Datsun
Toyota Etios Liva GD,450000.0,2014.0,62000.0,Diesel,23.59,67.04,Toyota
Maruti Swift Dzire VXI 1.2 BS IV,657000.0,2016.0,15000.0,Petrol,22.0,81.8,Maruti
Maruti Alto LXI,220000.00000000003,2010.0,27000.0,Petrol,19.7,46.3,Maruti
Honda Jazz VX,525000.0,2016.0,72000.0,Petrol,18.2,88.7,Honda
Hyundai Creta 1.6 CRDi AT SX Plus,1175000.0,2017.0,75000.0,Diesel,17.01,126.2,Hyundai
Hyundai i20 Magna 1.2,650000.0,2018.0,29000.0,Petrol,18.6,81.83,Hyundai
Hyundai i20 Sportz 1.4 CRDi,360000.0,2012.0,60000.0,Diesel,21.9,88.76,Hyundai
Hyundai EON Magna,229999.99999999997,2012.0,72742.0,Petrol,22.0,55.0,Hyundai
Maruti Swift LDI,300000.0,2012.0,100000.0,Diesel,22.9,74.0,Maruti
Toyota Innova Crysta 2016-2020 2.4 G MT,1550000.0,2017.0,94000.0,Diesel,13.68,147.51,Toyota
Tata Hexa XM,1300000.0,2018.0,50000.0,Diesel,17.6,153.86,Tata
Datsun GO Plus A,350000.0,2016.0,20000.0,Petrol,20.62,67.0,Datsun
Honda Brio 1.2 S Option MT,550000.0,2018.0,24000.0,Petrol,18.5,86.8,Honda
Toyota Fortuner 2016-2021 2.7 2WD AT BSIV,2600000.0,2017.0,40000.0,Petrol,10.26,163.7,Toyota
Tata Bolt Quadrajet XE,300000.0,2016.0,35000.0,Diesel,22.95,74.0,Tata
Maruti Baleno Zeta 1.3,750000.0,2017.0,40000.0,Diesel,27.39,74.0,Maruti
Mahindra KUV100 NXT D75 K8 Dual Tone,786000.0,2020.0,35000.0,Diesel,25.32,77.0,Mahindra
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,1950000.0,2019.0,27000.0,Diesel,11.36,171.5,Toyota
Maruti Baleno Alpha Automatic,800000.0,2020.0,3000.0,Petrol,21.4,83.1,Maruti
Maruti Swift Dzire 1.2 Vxi BSIV,200000.0,2008.0,84500.0,Petrol,17.5,85.8,Maruti
Toyota Fortuner 2016-2021 2.8 4WD MT BSIV,2450000.0,2017.0,43200.0,Diesel,14.24,174.5,Toyota
Honda City 1.5 V MT,276000.0,2010.0,93000.0,Petrol,17.0,118.0,Honda
Honda BRV i-VTEC S MT,840000.0,2017.0,40001.0,Petrol,15.4,117.3,Honda
BMW 3 Series 320d Luxury Line,1875000.0,2014.0,52500.0,Diesel,18.88,184.0,BMW
Ford Ecosport 1.5 DV5 MT Titanium,484999.99999999994,2013.0,70222.0,Diesel,22.7,89.84,Ford
Hyundai i20 Sportz 1.4 CRDi,450000.0,2013.0,105000.0,Diesel,21.9,88.76,Hyundai
Maruti Alto 800 LXI,150000.0,2009.0,110000.0,Petrol,24.7,47.3,Maruti
Honda Jazz 1.2 S AT i VTEC,625000.0,2015.0,33066.0,Petrol,19.0,88.7,Honda
Hyundai Santro Sportz AMT BSIV,530000.0,2019.0,5000.0,Petrol,20.3,68.0,Hyundai
Hyundai Grand i10 Sportz,450000.0,2015.0,20000.0,Petrol,18.9,82.0,Hyundai
Maruti Swift Dzire VDI,459999.99999999994,2014.0,74000.0,Diesel,23.4,74.0,Maruti
Maruti Alto 800 LXI,299000.0,2015.0,29678.0,Petrol,22.74,47.3,Maruti
Fiat Linea Emotion Pack,270000.0,2009.0,47682.0,Petrol,16.0,90.0,Fiat
Honda Amaze VX i-DTEC,470000.0,2016.0,120000.0,Diesel,25.8,98.6,Honda
Maruti Alto 800 LXI,270000.0,2015.0,35000.0,Petrol,22.74,47.3,Maruti
Maruti Swift VDI,650000.0,2017.0,50000.0,Diesel,28.4,74.0,Maruti
Hyundai EON D Lite Plus,250000.0,2013.0,20000.0,Petrol,21.1,55.2,Hyundai
Fiat Grande Punto EVO 1.3 Active,350000.0,2014.0,39456.0,Diesel,21.2,75.0,Fiat
Tata Tiago 1.2 Revotron XT,499000.0,2018.0,5381.0,Petrol,23.84,84.0,Tata
Maruti S-Presso VXI Plus,425000.0,2019.0,10000.0,Petrol,21.7,67.0,Maruti
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,509999.99999999994,2011.0,310000.0,Diesel,12.8,102.0,Toyota
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus,690000.0,2016.0,72000.0,Diesel,21.7,98.96,Ford
Chevrolet Beat PS,185000.0,2015.0,79125.0,Petrol,17.8,76.8,Chevrolet
Toyota Etios Liva 1.4 GD,560000.0,2016.0,76000.0,Diesel,23.59,67.04,Toyota
Hyundai Venue SX Opt Diesel,1080000.0,2019.0,40000.0,Diesel,23.7,98.6,Hyundai
Maruti Alto 800 LXI BSIV,328000.0,2018.0,33026.0,Petrol,24.7,47.3,Maruti
